pin,taluk,city,state,isServiceable
284001,Jhansi,Jhansi,UTTAR PRADESH,true
284002,Jhansi,Jhansi,UTTAR PRADESH,true
284003,Jhansi,Jhansi,UTTAR PRADESH,true
284120,Jhansi,Jhansi,UTTAR PRADESH,true
284121,Jhansi,Jhansi,UTTAR PRADESH,true
284122,Lalitpur,Lalitpur,UTTAR PRADESH,true
284123,Lalitpur,Lalitpur,UTTAR PRADESH,true
284124,Lalitpur,Lalitpur,UTTAR PRADESH,true
284125,Lalitpur,Lalitpur,UTTAR PRADESH,true
284126,Talbehat,Lalitpur,UTTAR PRADESH,true
284127,Jhansi,Jhansi,UTTAR PRADESH,true
284128,Jhansi,Jhansi,UTTAR PRADESH,true
284135,Jhansi,Jhansi,UTTAR PRADESH,true
284136,Lalitpur,Lalitpur,UTTAR PRADESH,true
284201,Jhansi,Jhansi,UTTAR PRADESH,true
284202,Garautha,Jhansi,UTTAR PRADESH,true
284203,Garautha,Jhansi,UTTAR PRADESH,true
284204,Jalaun,Jalaun,UTTAR PRADESH,true
284205,Mauranipur,Jhansi,UTTAR PRADESH,true
284206,Mauranipur,Jhansi,UTTAR PRADESH,true
284301,Jhansi,Jhansi,UTTAR PRADESH,true
284302,Maruanipur,Jhansi,UTTAR PRADESH,true
284303,Moth,Jhansi,UTTAR PRADESH,true
284304,Moth,Jhansi,UTTAR PRADESH,true
284305,Jhansi,Jhansi,UTTAR PRADESH,true
284306,Moth,Jalaun,UTTAR PRADESH,true
284401,Jhansi,Jhansi,UTTAR PRADESH,true
284402,Mahroni,Lalitpur,UTTAR PRADESH,true
284403,Lalitpur,Lalitpur,UTTAR PRADESH,true
284404,Mahroni,Lalitpur,UTTAR PRADESH,true
284405,Mahroni,Lalitpur,UTTAR PRADESH,true
284406,Lalitpur,Lalitpur,UTTAR PRADESH,true
284419,Jhansi,Jhansi,UTTAR PRADESH,true
284501,Lalitpur,Lalitpur,UTTAR PRADESH,true
285001,Jalaun,Jalaun,UTTAR PRADESH,true
285121,Jalaun,Jalaun,UTTAR PRADESH,true
285122,Orai,Jalaun,UTTAR PRADESH,true
285123,Jalaun,Jalaun,UTTAR PRADESH,true
285124,Jalaun,Jalaun,UTTAR PRADESH,true
285125,Jalaun,Jalaun,UTTAR PRADESH,true
285126,Jalaun,Jalaun,UTTAR PRADESH,true
285127,Jalaun,Jalaun,UTTAR PRADESH,true
285128,Jalaun,Jalaun,UTTAR PRADESH,true
285129,Madhogarh,Jalaun,UTTAR PRADESH,true
285130,Madhogarh,Jalaun,UTTAR PRADESH,true
285201,Konch,Jalaun,UTTAR PRADESH,true
285202,Kalpi,Jalaun,UTTAR PRADESH,true
285203,Kalpi,Jalaun,UTTAR PRADESH,true
285204,Kalpi,Jalaun,UTTAR PRADESH,true
285205,Konch,Jalaun,UTTAR PRADESH,true
285206,Konch,Jalaun,UTTAR PRADESH,true
285223,Konch,Jalaun,UTTAR PRADESH,true
301001,Alwar,Alwar,RAJASTHAN,true
301002,Alwar,Alwar,RAJASTHAN,true
301018,Tijara,Alwar,RAJASTHAN,true
301019,Tijara,Alwar,RAJASTHAN,true
301020,Bahror,Alwar,RAJASTHAN,true
301021,Laxaman Garh,Alwar,RAJASTHAN,true
301022,Thanagazi,Alwar,RAJASTHAN,true
301023,alwar,Alwar,RAJASTHAN,true
301024,Thanagazi,Alwar,RAJASTHAN,true
301025,Ramgarh,Alwar,RAJASTHAN,true
301026,Ramgarh,Alwar,RAJASTHAN,true
301027,Tana Gazi,Alwar,RAJASTHAN,true
301028,Alwar,Alwar,RAJASTHAN,true
301030,Alwar,Alwar,RAJASTHAN,true
301035,Rajgarh,Alwar,RAJASTHAN,true
301401,Alwar,Alwar,RAJASTHAN,true
301402,Bansur,Alwar,RAJASTHAN,true
301403,Mandawar,Alwar,RAJASTHAN,true
301404,Mandawar,Alwar,RAJASTHAN,true
301405,Kishan Garh,Alwar,RAJASTHAN,true
301406,Alwar,Alwar,RAJASTHAN,true
301407,Mandawar,Alwar,RAJASTHAN,true
301408,Rajgarh,Alwar,RAJASTHAN,true
301409,Rajgarh,Alwar,RAJASTHAN,true
301410,Rajgarh,Alwar,RAJASTHAN,true
301411,Tijara,Alwar,RAJASTHAN,true
301412,Mandawar,Alwar,RAJASTHAN,true
301413,Rajgarh,Alwar,RAJASTHAN,true
301414,Rajgarh,Alwar,RAJASTHAN,true
301415,Rajgarh,Alwar,RAJASTHAN,true
301416,Bansur,Alwar,RAJASTHAN,true
301427,Mandawar,Alwar,RAJASTHAN,true
301604,Laxmzn Garh,Alwar,RAJASTHAN,true
301701,Bahror,Alwar,RAJASTHAN,true
301702,Kishan Garh Bass,Alwar,RAJASTHAN,true
301703,Bahror,Alwar,RAJASTHAN,true
301704,Neemrana,Alwar,RAJASTHAN,true
301705,Neemrana,Alwar,RAJASTHAN,true
301706,Neemrana,Alwar,RAJASTHAN,true
301707,Tizara,Alwar,RAJASTHAN,true
301708,Behror,Alwar,RAJASTHAN,true
301709,Bahror,Alwar,RAJASTHAN,true
301712,K.g.basss,Alwar,RAJASTHAN,true
301713,Bahror,Alwar,RAJASTHAN,true
301714,Bahror,Alwar,RAJASTHAN,true
302001,Jaipur,Jaipur,RAJASTHAN,true
302002,Jaipur,Jaipur,RAJASTHAN,true
302003,Jaipur,Jaipur,RAJASTHAN,true
302004,Jaipur,Jaipur,RAJASTHAN,true
302005,Jaipur,Jaipur,RAJASTHAN,true
302006,Jaipur,Jaipur,RAJASTHAN,true
302012,Jaipur,Jaipur,RAJASTHAN,true
302013,Amber,Jaipur,RAJASTHAN,true
302015,Jaipur,Jaipur,RAJASTHAN,true
302016,Jaipur,Jaipur,RAJASTHAN,true
302017,Jaipur,Jaipur,RAJASTHAN,true
302018,Jaipur,Jaipur,RAJASTHAN,true
302019,Jaipur,Jaipur,RAJASTHAN,true
302020,Jaipur,Jaipur,RAJASTHAN,true
302021,Jaipur,Jaipur,RAJASTHAN,true
302022,Jaipur,Jaipur,RAJASTHAN,true
302026,Jaipur,Jaipur,RAJASTHAN,true
302027,Amber,Jaipur,RAJASTHAN,true
302028,Amer,Jaipur,RAJASTHAN,true
302029,Sanganer,Jaipur,RAJASTHAN,true
302031,Amber,Jaipur,RAJASTHAN,true
302033,Jaipur,Jaipur,RAJASTHAN,true
302034,Jaipur,Jaipur,RAJASTHAN,true
302036,Jaipur,Jaipur,RAJASTHAN,true
302037,Sanganer,Jaipur,RAJASTHAN,true
302039,Jaipur,Jaipur,RAJASTHAN,true
302040,Jaipur,Jaipur,RAJASTHAN,true
303001,Jaipur,Jaipur,RAJASTHAN,true
303002,Jaipur,Jaipur,RAJASTHAN,true
303003,Jaipur,Jaipur,RAJASTHAN,true
303004,Dausa,Dausa,RAJASTHAN,true
303005,Jaipur,Jaipur,RAJASTHAN,true
303006,Jaipur,Jaipur,RAJASTHAN,true
303007,Jaipur,Jaipur,RAJASTHAN,true
303008,Jaipur,Jaipur,RAJASTHAN,true
303009,Jaipur,Jaipur,RAJASTHAN,true
303012,Jaipur,Jaipur,RAJASTHAN,true
303102,Jaipur,Jaipur,RAJASTHAN,true
303103,Jaipur,Jaipur,RAJASTHAN,true
303104,Jaipur,Jaipur,RAJASTHAN,true
303105,Jaipur,Jaipur,RAJASTHAN,true
303106,Jaipur,Jaipur,RAJASTHAN,true
303107,Jaipur,Jaipur,RAJASTHAN,true
303108,Jaipur,Jaipur,RAJASTHAN,true
303109,Jaipur,Jaipur,RAJASTHAN,true
303110,Jaipur,Jaipur,RAJASTHAN,true
303119,Jaipur,Jaipur,RAJASTHAN,true
303120,Jaipur,Jaipur,RAJASTHAN,true
303121,Amer,Jaipur,RAJASTHAN,true
303122,Jaipur,Jaipur,RAJASTHAN,true
303301,Jaipur,Jaipur,RAJASTHAN,true
303302,Dausa,Jaipur,RAJASTHAN,true
303303,Dausa,Dausa,RAJASTHAN,true
303304,Dausa,Dausa,RAJASTHAN,true
303305,Jaipur,Dausa,RAJASTHAN,true
303313,Dausa,Dausa,RAJASTHAN,true
303315,Dausa,Dausa,RAJASTHAN,true
303323,Dausa,Dausa,RAJASTHAN,true
303325,Dausa,Dausa,RAJASTHAN,true
303326,Dausa,Dausa,RAJASTHAN,true
303327,Dausa,Dausa,RAJASTHAN,true
303328,Jaipur,Jaipur,RAJASTHAN,true
303329,,Jaipur,RAJASTHAN,true
303338,Jaipur,Jaipur,RAJASTHAN,true
303348,Jaipur,Jaipur,RAJASTHAN,true
303501,Dausa,Dausa,RAJASTHAN,true
303502,Dausa,Dausa,RAJASTHAN,true
303503,Dausa,Dausa,RAJASTHAN,true
303504,Dausa,Dausa,RAJASTHAN,true
303505,Dausa,Dausa,RAJASTHAN,true
303506,Dausa,Dausa,RAJASTHAN,true
303507,Dausa,Dausa,RAJASTHAN,true
303508,Dausa,Dausa,RAJASTHAN,true
303509,Dausa,Dausa,RAJASTHAN,true
303510,Dausa,Dausa,RAJASTHAN,true
303511,Dausa,Dausa,RAJASTHAN,true
303601,Jaipur,Jaipur,RAJASTHAN,true
303602,Jaipur,Jaipur,RAJASTHAN,true
303603,Jaipur,Jaipur,RAJASTHAN,true
303604,Jaipur,Jaipur,RAJASTHAN,true
303701,Jaipur,Jaipur,RAJASTHAN,true
303702,Jaipur,Jaipur,RAJASTHAN,true
303704,Jaipur,Jaipur,RAJASTHAN,true
303706,Jaipur,Jaipur,RAJASTHAN,true
303712,Jaipur,Jaipur,RAJASTHAN,true
303801,Jaipur,Jaipur,RAJASTHAN,true
303803,Jaipur,Jaipur,RAJASTHAN,true
303804,Jaipur,Jaipur,RAJASTHAN,true
303805,Jaipur,Jaipur,RAJASTHAN,true
303806,Jaipur,Jaipur,RAJASTHAN,true
303807,Jaipur,Jaipur,RAJASTHAN,true
303901,Jaipur,Jaipur,RAJASTHAN,true
303903,Jaipur,Jaipur,RAJASTHAN,true
303904,Jaipur,Jaipur,RAJASTHAN,true
303905,Jaipur,Jaipur,RAJASTHAN,true
303908,Jaipur,Jaipur,RAJASTHAN,true
304001,Tonk,Tonk,RAJASTHAN,true
304021,Tonk,Tonk,RAJASTHAN,true
304022,Tonk,Tonk,RAJASTHAN,true
304023,Tonk,Tonk,RAJASTHAN,true
304024,Tonk,Tonk,RAJASTHAN,true
304025,Newai,Tonk,RAJASTHAN,true
304501,Tonk,Tonk,RAJASTHAN,true
304502,Tonk,Tonk,RAJASTHAN,true
304503,Tonk,Tonk,RAJASTHAN,true
304504,Tonk,Tonk,RAJASTHAN,true
304505,Tonk,Tonk,RAJASTHAN,true
304507,Tonk,Tonk,RAJASTHAN,true
304801,Tonk,Tonk,RAJASTHAN,true
304802,Tonk,Tonk,RAJASTHAN,true
304803,Tonk,Tonk,RAJASTHAN,true
304804,Tonk,Tonk,RAJASTHAN,true
305001,Ajmer,Ajmer,RAJASTHAN,true
305002,Ajmer,Ajmer,RAJASTHAN,true
305003,Ajmer,Ajmer,RAJASTHAN,true
305004,Ajmer,Ajmer,RAJASTHAN,true
305005,Ajmer,Ajmer,RAJASTHAN,true
305007,Ajmer,Ajmer,RAJASTHAN,true
305009,Ajmer,Ajmer,RAJASTHAN,true
305012,Ajmer,Ajmer,RAJASTHAN,true
305021,Ajmer,Ajmer,RAJASTHAN,true
305022,Ajmer,Ajmer,RAJASTHAN,true
305023,Ajmer,Ajmer,RAJASTHAN,true
305024,Ajmer,Ajmer,RAJASTHAN,true
305025,Ajmer,Ajmer,RAJASTHAN,true
305026,Merta,Nagaur,RAJASTHAN,true
305201,Beawar,Ajmer,RAJASTHAN,true
305202,Beawar,Ajmer,RAJASTHAN,true
305203,Beawar,Ajmer,RAJASTHAN,true
305204,Beawar,Ajmer,RAJASTHAN,true
305205,Ajmer,Ajmer,RAJASTHAN,true
305206,Ajmer,Ajmer,RAJASTHAN,true
305207,Beawar,Ajmer,RAJASTHAN,true
305401,Nasirabad,Ajmer,RAJASTHAN,true
305402,Nasirabad,Ajmer,RAJASTHAN,true
305403,Sarwar,Ajmer,RAJASTHAN,true
305404,Kekri,Ajmer,RAJASTHAN,true
305405,Beawar,Ajmer,RAJASTHAN,true
305406,Kekri,Ajmer,RAJASTHAN,true
305407,Kekri,Ajmer,RAJASTHAN,true
305408,Kekri,Ajmer,RAJASTHAN,true
305412,Nasirabad,Ajmer,RAJASTHAN,true
305415,Kekri,Ajmer,RAJASTHAN,true
305601,Nasirabad,Ajmer,RAJASTHAN,true
305621,Bhinai,Ajmer,RAJASTHAN,true
305622,Bhina,Ajmer,RAJASTHAN,true
305623,Beawar,Ajmer,RAJASTHAN,true
305624,Bijainagar,Ajmer,RAJASTHAN,true
305625,Nasirabad,Ajmer,RAJASTHAN,true
305627,Nasirabad,Ajmer,RAJASTHAN,true
305628,Bhinai,Ajmer,RAJASTHAN,true
305629,Bhinai,Ajmer,RAJASTHAN,true
305630,Masuda,Ajmer,RAJASTHAN,true
305801,Kishan Garh,Ajmer,RAJASTHAN,true
305802,Kishan Garh,Ajmer,RAJASTHAN,true
305811,Ajmer,Ajmer,RAJASTHAN,true
305812,Kishan Garh,Ajmer,RAJASTHAN,true
305813,Kishan Garh,Ajmer,RAJASTHAN,true
305814,Kiashan Garh,Ajmer,RAJASTHAN,true
305815,Kishan Garh,Ajmer,RAJASTHAN,true
305816,Kishan Garh,Ajmer,RAJASTHAN,true
305817,Kishangarh,Ajmer,RAJASTHAN,true
305819,Kishan Garh,Ajmer,RAJASTHAN,true
305901,Beawar,Ajmer,RAJASTHAN,true
305921,Rajsamand,Rajsamand,RAJASTHAN,true
305922,Beawar,Ajmer,RAJASTHAN,true
305923,Beawar,Ajmer,RAJASTHAN,true
305924,Beawar,Ajmer,RAJASTHAN,true
305925,Beawar,Ajmer,RAJASTHAN,true
305926,Beawar,Ajmer,RAJASTHAN,true
305927,Beawar,Ajmer,RAJASTHAN,true
306001,Marwar Jn.,Pali,RAJASTHAN,true
306021,Marwar Jn,Pali,RAJASTHAN,true
306022,Marwar Jn.,Pali,RAJASTHAN,true
306023,Marwar In.,Pali,RAJASTHAN,true
306101,Jaitaran,Pali,RAJASTHAN,true
306102,Raipur,Pali,RAJASTHAN,true
306103,Marwar Jn.,Pali,RAJASTHAN,true
306104,Sojat,Pali,RAJASTHAN,true
306105,Jaitaran,Pali,RAJASTHAN,true
306114,Sojat,Pali,RAJASTHAN,true
306115,Desuri,Pali,RAJASTHAN,true
306116,Bali,Pali,RAJASTHAN,true
306119,Desuri,Pali,RAJASTHAN,true
306126,Desuri,Pali,RAJASTHAN,true
306301,Jaitaran,Pali,RAJASTHAN,true
306302,Jaitaran,Pali,RAJASTHAN,true
306303,Jaitaran,Pali,RAJASTHAN,true
306304,Raipur,Pali,RAJASTHAN,true
306305,Jaitaran,Pali,RAJASTHAN,true
306306,Jaitaran,Pali,RAJASTHAN,true
306307,Raipur,Pali,RAJASTHAN,true
306308,Jaitaran,Pali,RAJASTHAN,true
306401,Marwar Jn.,Pali,RAJASTHAN,true
306421,Rohat,Pali,RAJASTHAN,true
306422,Pali,Pali,RAJASTHAN,true
306501,Marwar Jn.,Pali,RAJASTHAN,true
306502,Desuri,Pali,RAJASTHAN,true
306503,Desuri,Pali,RAJASTHAN,true
306504,Bali,Pali,RAJASTHAN,true
306601,Desuri,Pali,RAJASTHAN,true
306602,Sumerpur,Pali,RAJASTHAN,true
306603,Desuri,Pali,RAJASTHAN,true
306701,Bali,Pali,RAJASTHAN,true
306702,Desuri,Pali,RAJASTHAN,true
306703,Desuri,Pali,RAJASTHAN,true
306704,Bali,Pali,RAJASTHAN,true
306705,Bali,Pali,RAJASTHAN,true
306706,Bali,Pali,RAJASTHAN,true
306707,Bali,Pali,RAJASTHAN,true
306708,Sumerpur,Pali,RAJASTHAN,true
306709,Jaitaran,Pali,RAJASTHAN,true
306901,Sumerpur,Pali,RAJASTHAN,true
306902,Sumerpur,Pali,RAJASTHAN,true
306912,Sumerpur,Pali,RAJASTHAN,true
307001,Sirohi,Sirohi,RAJASTHAN,true
307019,Pindwara,Sirohi,RAJASTHAN,true
307022,Pindwara,Sirohi,RAJASTHAN,true
307023,Pindwara,Sirohi,RAJASTHAN,true
307024,Aburoad,Sirohi,RAJASTHAN,true
307025,Kotra,Udaipur,RAJASTHAN,true
307026,Abu Road,Sirohi,RAJASTHAN,true
307027,Sheoganj,Sirohi,RAJASTHAN,true
307028,Sheoganj,Sirohi,RAJASTHAN,true
307029,Ahore,Jalor,RAJASTHAN,true
307030,Ahore,Jalor,RAJASTHAN,true
307031,Pindwara,Sirohi,RAJASTHAN,true
307043,Sirohi,Sirohi,RAJASTHAN,true
307501,Abu Road,Sirohi,RAJASTHAN,true
307510,Abu Road,Sirohi,RAJASTHAN,true
307511,Reodar,Sirohi,RAJASTHAN,true
307512,Reodar,Sirohi,RAJASTHAN,true
307513,Reodar,Sirohi,RAJASTHAN,true
307514,Reodar,Sirohi,RAJASTHAN,true
307515,Bhinmal,Jalor,RAJASTHAN,true
307801,Sirohi,Sirohi,RAJASTHAN,true
307802,Sirohi,Sirohi,RAJASTHAN,true
307803,Bhinmal,Jalor,RAJASTHAN,true
311001,Bhilwara,Bhilwara,RAJASTHAN,true
311011,Bhilwara,Bhilwara,RAJASTHAN,true
311021,Bhilwara,Bhilwara,RAJASTHAN,true
311022,Bhilwara,Bhilwara,RAJASTHAN,true
311023,Bhilwara,Bhilwara,RAJASTHAN,true
311024,Bhilwara,Bhilwara,RAJASTHAN,true
311025,Bhilwara,Bhilwara,RAJASTHAN,true
311026,Bhilwara,Bhilwara,RAJASTHAN,true
311030,,Bhilwara,RAJASTHAN,true
311201,Bhilwara,Bhilwara,RAJASTHAN,true
311202,Bhilwara,Bhilwara,RAJASTHAN,true
311203,Bhilwara,Bhilwara,RAJASTHAN,true
311204,Bhilwara,Bhilwara,RAJASTHAN,true
311301,Bhilwara,Bhilwara,RAJASTHAN,true
311302,Bhilwara,Bhilwara,RAJASTHAN,true
311401,Bhilwara,Bhilwara,RAJASTHAN,true
311402,Bhilwara,Bhilwara,RAJASTHAN,true
311403,Bhilwara,Bhilwara,RAJASTHAN,true
311404,Bhilwara,Bhilwara,RAJASTHAN,true
311407,Bhilwara,Bhilwara,RAJASTHAN,true
311408,Bhilwara,Bhilwara,RAJASTHAN,true
311601,Bhilwara,Bhilwara,RAJASTHAN,true
311602,Bhilwara,Bhilwara,RAJASTHAN,true
311603,Bhilwara,Bhilwara,RAJASTHAN,true
311604,Bhilwara,Bhilwara,RAJASTHAN,true
311605,Bhilwara,Bhilwara,RAJASTHAN,true
311801,Bhilwara,Bhilwara,RAJASTHAN,true
311802,Bhilwara,Bhilwara,RAJASTHAN,true
311803,Bhilwara,Bhilwara,RAJASTHAN,true
311804,Bhilwara,Bhilwara,RAJASTHAN,true
311805,Bhilwara,Bhilwara,RAJASTHAN,true
311806,Bhilwara,Bhilwara,RAJASTHAN,true
312001,Bhadesar,Chittorgarh,RAJASTHAN,true
312021,Chittorgarh,Chittorgarh,RAJASTHAN,true
312022,Bassi,Chittorgarh,RAJASTHAN,true
312023,Begun,Chittorgarh,RAJASTHAN,true
312024,Bhadesar,Chittorgarh,RAJASTHAN,true
312025,Chittorgarh,Chittorgarh,RAJASTHAN,true
312027,Bhadesar,Chittorgarh,RAJASTHAN,true
312201,Chittorgarh,Chittorgarh,RAJASTHAN,true
312202,Kapasan,Chittorgarh,RAJASTHAN,true
312203,Rashmi,Chittorgarh,RAJASTHAN,true
312204,Bhuopalsagar,Chittorgarh,RAJASTHAN,true
312205,Akola,Chittorgarh,RAJASTHAN,true
312206,Gangrar,Chittorgarh,RAJASTHAN,true
312207,Chittorgarh,Chittorgarh,RAJASTHAN,true
312401,Bari Sadari,Chittorgarh,RAJASTHAN,true
312402,Doongla,Chittorgarh,RAJASTHAN,true
312403,Bari Sadari,Chittorgarh,RAJASTHAN,true
312404,Bari Sadari,Chittorgarh,RAJASTHAN,true
312601,Nimbahera,Chittorgarh,RAJASTHAN,true
312602,Bhadesar,Chittorgarh,RAJASTHAN,true
312603,Bari Sadari,Chittorgarh,RAJASTHAN,true
312604,Chhoti Sadari,Chittorgarh,RAJASTHAN,true
312605,Annuppura,Chittorgarh,RAJASTHAN,true
312606,Nimbahera,Chittorgarh,RAJASTHAN,true
312612,Chittorgarh,Chittorgarh,RAJASTHAN,true
312613,Chittorgarh,Chittorgarh,RAJASTHAN,true
312614,Nimbahera,Chittorgarh,RAJASTHAN,true
312615,Arnod,Chittorgarh,RAJASTHAN,true
312616,Arnod,Chittorgarh,RAJASTHAN,true
312617,Nimbahera,Chittorgarh,RAJASTHAN,true
312619,Arnod,Chittorgarh,RAJASTHAN,true
312620,Mangrol,Chittorgarh,RAJASTHAN,true
312622,,Chittorgarh,RAJASTHAN,true
312623,Partabgarh,Chittorgarh,RAJASTHAN,true
312901,Gangrar,Chittorgarh,RAJASTHAN,true
313001,Girwa,Udaipur,RAJASTHAN,true
313002,Girwa,Udaipur,RAJASTHAN,true
313003,Girwa,Udaipur,RAJASTHAN,true
313004,Girwa,Udaipur,RAJASTHAN,true
313011,Badgaon,Udaipur,RAJASTHAN,true
313015,Girwa,Udaipur,RAJASTHAN,true
313022,Bhinder,Udaipur,RAJASTHAN,true
313024,Girwa,Udaipur,RAJASTHAN,true
313026,Salumber,Udaipur,RAJASTHAN,true
313027,Salumber,Udaipur,RAJASTHAN,true
313031,Girva,Udaipur,RAJASTHAN,true
313038,Salumber,Udaipur,RAJASTHAN,true
313201,Mavli,Udaipur,RAJASTHAN,true
313202,Nathdwara,Rajsamand,RAJASTHAN,true
313203,Mavli,Udaipur,RAJASTHAN,true
313204,Mavli,Udaipur,RAJASTHAN,true
313205,Mavli,Udaipur,RAJASTHAN,true
313206,Mavli,Rajsamand,RAJASTHAN,true
313207,Gilund,Rajsamand,RAJASTHAN,true
313211,Railmagra,Rajsamand,RAJASTHAN,true
313301,Nathdwara,Rajsamand,RAJASTHAN,true
313321,Nathdwara,Rajsamand,RAJASTHAN,true
313322,Khamnore,Rajsamand,RAJASTHAN,true
313323,Kothaira,Rajsamand,RAJASTHAN,true
313324,Kankroli,Rajsamand,RAJASTHAN,true
313325,Kumbhalgarh,Rajsamand,RAJASTHAN,true
313327,Koaria,Rajsamand,RAJASTHAN,true
313328,Kuraj,Rajsamand,RAJASTHAN,true
313329,Railmagra,Rajsamand,RAJASTHAN,true
313330,Lawa Sardargarh,Rajsamand,RAJASTHAN,true
313331,Deogarh,Rajsamand,RAJASTHAN,true
313332,Amet,Rajsamand,RAJASTHAN,true
313333,Amet,Rajsamand,RAJASTHAN,true
313334,Rajsamand,Rajsamand,RAJASTHAN,true
313341,Bhim,Rajsamand,RAJASTHAN,true
313342,Kankroli,Rajsamand,RAJASTHAN,true
313601,Vallabhnagar,Udaipur,RAJASTHAN,true
313602,Bhinder,Udaipur,RAJASTHAN,true
313603,Bhinder,Udaipur,RAJASTHAN,true
313604,Bhinder,Udaipur,RAJASTHAN,true
313605,Dhariawad,Udaipur,RAJASTHAN,true
313611,Dhariawad,Udaipur,RAJASTHAN,true
313701,Jhadol,Udaipur,RAJASTHAN,true
313702,Jhadol,Udaipur,RAJASTHAN,true
313703,Girwa,Udaipur,RAJASTHAN,true
313704,Gogunda,Rajsamand,RAJASTHAN,true
313705,Gogunda,Udaipur,RAJASTHAN,true
313706,Girwa,Udaipur,RAJASTHAN,true
313708,Gogunda,Udaipur,RAJASTHAN,true
313801,Kherwara,Udaipur,RAJASTHAN,true
313802,Kherwara,Udaipur,RAJASTHAN,true
313803,Kherwara,Udaipur,RAJASTHAN,true
313804,Kherwara,Udaipur,RAJASTHAN,true
313901,Girwa,Udaipur,RAJASTHAN,true
313902,Sarara,Udaipur,RAJASTHAN,true
313903,Sarara,Udaipur,RAJASTHAN,true
313904,Sarara,Udaipur,RAJASTHAN,true
313905,Sarara,Udaipur,RAJASTHAN,true
313906,Jhadol,Udaipur,RAJASTHAN,true
314001,Dungarpur,Dungarpur,RAJASTHAN,true
314011,Dungarpur,Dungarpur,RAJASTHAN,true
314021,Dungarpur,Dungarpur,RAJASTHAN,true
314022,Dungarpur,Dungarpur,RAJASTHAN,true
314023,Aspur,Dungarpur,RAJASTHAN,true
314024,Dungarpur,Dungarpur,RAJASTHAN,true
314025,Dungarpur,Dungarpur,RAJASTHAN,true
314026,Dungarpur,Dungarpur,RAJASTHAN,true
314027,Dungarpur,Dungarpur,RAJASTHAN,true
314028,Dungarpur,Dungarpur,RAJASTHAN,true
314029,Dungarpur,Dungarpur,RAJASTHAN,true
314030,Dungarpur,Dungarpur,RAJASTHAN,true
314031,Dungarpur,Dungarpur,RAJASTHAN,true
314032,Dungarpur,Dungarpur,RAJASTHAN,true
314034,Dungarpur,Dungarpur,RAJASTHAN,true
314035,Dungarpur,Dungarpur,RAJASTHAN,true
314036,Dungarpur,Dungarpur,RAJASTHAN,true
314037,Dungarpur,Dungarpur,RAJASTHAN,true
314038,Dungarpur,Dungarpur,RAJASTHAN,true
314401,Dungarpur,Dungarpur,RAJASTHAN,true
314402,Dungarpur,Dungarpur,RAJASTHAN,true
314403,Dungarpur,Dungarpur,RAJASTHAN,true
314404,Dungarpur,Dungarpur,RAJASTHAN,true
314406,Dungarpur,Dungarpur,RAJASTHAN,true
314801,Dungarpur,Dungarpur,RAJASTHAN,true
314804,Dungarpur,Dungarpur,RAJASTHAN,true
321001,Bharatpur,Bharatpur,RAJASTHAN,true
321021,Bharatpur,Bharatpur,RAJASTHAN,true
321022,Bharatpur,Bharatpur,RAJASTHAN,true
321023,Bharatpur,Bharatpur,RAJASTHAN,true
321024,Bharatpur,Bharatpur,RAJASTHAN,true
321025,Bharatpur,Bharatpur,RAJASTHAN,true
321026,Bharatpur,Bharatpur,RAJASTHAN,true
321028,Bharatpur,Bharatpur,RAJASTHAN,true
321201,Bharatpur,Bharatpur,RAJASTHAN,true
321202,Bharatpur,Bharatpur,RAJASTHAN,true
321203,Bharatpur,Bharatpur,RAJASTHAN,true
321204,Bharatpur,Bharatpur,RAJASTHAN,true
321205,Bharatpur,Bharatpur,RAJASTHAN,true
321206,Deeg,Bharatpur,RAJASTHAN,true
321301,Bharatpur,Bharatpur,RAJASTHAN,true
321302,Bharatpur,Bharatpur,RAJASTHAN,true
321303,Bharatpur,Bharatpur,RAJASTHAN,true
321401,Bayana,Bharatpur,RAJASTHAN,true
321402,Bayana,Bharatpur,RAJASTHAN,true
321403,Bayana Mdg,Bharatpur,RAJASTHAN,true
321404,Bayana Mdg,Bharatpur,RAJASTHAN,true
321405,Bayana,Bharatpur,RAJASTHAN,true
321406,Bharatpur,Bharatpur,RAJASTHAN,true
321407,Bharatpur,Bharatpur,RAJASTHAN,true
321408,Weir,Bharatpur,RAJASTHAN,true
321409,Bharatpur,Bharatpur,RAJASTHAN,true
321410,Bayana,Bharatpur,RAJASTHAN,true
321411,Bayana,Bharatpur,RAJASTHAN,true
321601,Bharatpur,Bharatpur,RAJASTHAN,true
321602,Bharatpur,Bharatpur,RAJASTHAN,true
321605,Laxmangarh Alwar,Alwar,RAJASTHAN,true
321606,Kathumar,Alwar,RAJASTHAN,true
321607,Laxman Garh,Alwar,RAJASTHAN,true
321608,Dausa,Dausa,RAJASTHAN,true
321609,Dausa,Dausa,RAJASTHAN,true
321610,Todabhim,Karauli,RAJASTHAN,true
321611,Todabhim,Karauli,RAJASTHAN,true
321612,Dausa,Dausa,RAJASTHAN,true
321613,Dausa,Dausa,RAJASTHAN,true
321614,Bharatpur,Bharatpur,RAJASTHAN,true
321615,Bharatpur,Bharatpur,RAJASTHAN,true
321633,Lachhmangarh,Alwar,RAJASTHAN,true
321642,Bharatpur,Bharatpur,RAJASTHAN,true
322001,Khandar,Sawai Madhopur,RAJASTHAN,true
